学号,姓名,语文,数学,英语,生物,历史,技术,物理,化学,政治,地理,总分,排名
202540518,马涛,106.9,101.7,121.5,78.8,,,61.3,66.3,,,536.5,41
202540118,陈建,89.0,122.6,105.1,,,,74.1,68.8,73.9,,533.5,42
202540415,杨磊,95.1,110.4,114.1,,76.2,,,,72.4,65.1,533.3,43
202540421,赵丽,102.5,95.3,132.9,,,70.8,61.2,69.3,,,532.0,44
202540329,郭杰,106.3,106.6,90.1,83.0,74.7,,,70.1,,,530.8,45
202540210,刘静,89.0,120.1,116.7,,69.0,,,72.5,61.7,,529.0,46
202540120,杨芳,117.1,102.5,108.0,75.9,,,62.7,,62.4,,528.6,47
202540529,李静,117.9,90.5,89.5,,75.1,,68.1,,,85.7,526.8,48
202540524,吴刚,102.3,86.5,107.4,74.1,,,77.4,,,76.6,524.3,49
202540417,高超,108.1,132.1,96.2,,,61.6,66.0,,,60.0,524.0,50
202540316,罗艳,103.8,99.6,103.1,,63.4,,,83.5,69.7,,523.1,51
202540411,刘磊,82.4,120.0,104.5,,,,,68.2,69.6,70.8,515.5,52
202540315,杨艳,110.3,99.2,102.1,,64.0,,64.9,,,74.6,515.1,53
202540516,王丽,115.7,111.3,86.4,,,,69.2,60.9,70.7,,514.2,54
202540138,王丽,92.8,114.4,112.6,60.5,,65.5,,,68.4,,514.2,55
202540416,吴芳,103.6,95.4,115.7,58.7,78.0,,,,,62.7,514.1,56
202540115,张涛,101.7,121.7,97.4,,,71.1,,63.6,,58.0,513.5,57
202540521,张娜,97.7,113.8,82.5,82.3,71.2,65.2,,,,,512.7,58
202540424,李芳,109.8,94.0,99.4,66.1,,71.0,,,,71.9,512.2,59
202540514,罗伟,84.0,123.5,107.7,68.8,62.0,,65.3,,,,511.3,60
202540519,高超,87.4,92.4,124.3,70.6,,,59.3,,77.1,,511.1,61
202540218,胡刚,98.5,117.2,89.5,71.9,,63.9,69.2,,,,510.2,62
202540117,林磊,120.1,94.4,96.7,70.9,,,60.7,,,66.5,509.3,63
202540221,郑明,101.7,89.9,122.4,,,,64.1,66.3,,63.0,507.4,64
202540226,刘建,113.3,100.2,92.7,,,,,63.2,66.1,71.1,506.6,65
202540109,马超,97.0,111.1,91.3,,66.2,66.9,,,,74.0,506.5,66
202540523,刘霞,99.6,96.3,99.8,,,67.5,,61.6,81.3,,506.1,67
202540437,黄霞,107.3,111.3,90.6,,67.7,63.0,,62.6,,,502.5,68
202540522,罗超,93.4,91.7,92.5,,,73.1,71.6,,77.3,,499.6,69
202540313,张静,100.8,101.3,111.1,57.6,,69.1,58.7,,,,498.6,70
202540510,陈峰,101.6,97.0,97.4,,66.4,,77.6,58.2,,,498.2,71
202540206,胡刚,107.2,88.3,95.3,,,67.0,,82.1,57.6,,497.5,72
202540320,罗刚,99.6,92.9,98.0,72.2,,,,,67.7,66.8,497.2,73
202540223,张磊,91.0,88.9,121.5,,,64.6,57.5,,,71.9,495.4,74
202540517,周华,95.6,106.1,108.9,,,,53.9,55.8,73.6,,493.9,75
202540336,黄涛,101.6,110.2,86.7,,,53.5,74.2,,65.7,,491.9,76
202540113,孙敏,90.2,94.2,114.2,66.5,66.7,,,,,59.8,491.6,77
202540540,张芳,116.4,90.2,92.3,,,,65.5,56.2,,69.5,490.1,78
202540212,赵华,90.4,95.2,97.2,64.4,,62.5,,77.5,,,487.2,79
202540512,吴涛,102.0,106.2,110.5,,,,,51.9,59.1,54.8,484.5,80
202540319,张伟,102.9,95.4,92.0,65.9,,58.8,,,,69.5,484.5,81
202540312,李霞,108.2,75.8,84.4,,,66.7,,81.4,67.9,,484.4,82
202540111,孙霞,96.3,90.4,106.1,,,,51.2,,64.5,72.3,480.8,83
202540338,周霞,93.5,104.4,95.9,,67.8,62.0,,,56.6,,480.2,84
202540317,朱伟,107.9,95.1,85.4,,,58.7,74.9,,,57.5,479.5,85
202540220,周磊,95.9,94.1,100.3,,,,,61.5,70.2,56.6,478.6,86
202540114,胡强,80.8,99.2,112.0,,57.4,68.7,,,59.6,,477.7,87
202540222,罗芳,98.8,92.0,79.5,,,64.8,65.1,,76.8,,477.0,88
202540414,朱丽,99.9,91.8,85.6,,69.9,58.6,,68.7,,,474.5,89
202540126,赵建,103.5,86.4,88.6,70.3,,63.7,,,61.4,,473.9,90
202540139,郭伟,108.2,99.6,98.5,,56.1,,57.9,,,53.1,473.4,91
202540412,刘芳,100.7,84.4,99.1,,73.7,,59.5,55.6,,,473.0,92
202540236,杨敏,79.9,108.6,101.2,,,64.8,,53.5,64.8,,472.8,93
202540216,何杰,83.6,102.5,98.8,54.4,,,69.4,,62.9,,471.6,94
202540110,李丽,92.3,97.0,91.7,61.9,,,,63.0,65.1,,471.0,95
202540508,马伟,82.4,117.9,89.2,54.1,,57.9,,,68.8,,470.3,96
202540406,吴霞,75.6,97.5,104.2,,73.0,57.3,,,61.7,,469.3,97
202540418,赵丽,86.6,84.6,95.0,,,59.0,65.6,,,75.0,465.8,98
202540119,郭峰,97.6,92.5,93.1,58.3,63.1,,,58.5,,,463.1,99
202540302,林强,90.3,94.7,99.3,,,54.5,,,61.2,63.0,463.0,100
202540136,朱超,84.9,93.0,103.2,60.1,,,54.7,,66.7,,462.6,101
202540340,胡芳,99.7,80.6,99.2,,68.1,58.4,,,56.4,,462.4,102
202540439,马建,102.6,102.8,76.6,,,,66.2,,49.6,64.6,462.4,103
202540311,吴峰,94.1,97.1,80.2,,70.5,,54.0,65.7,,,461.6,104
202540203,林勇,87.5,95.7,100.7,,55.4,57.3,,64.6,,,461.2,105
202540422,孙建,101.2,84.6,93.1,68.7,,,60.8,52.7,,,461.1,106
202540407,何峰,79.6,81.4,102.6,61.6,,,,69.6,65.5,,460.3,107
202540112,何磊,74.9,87.4,101.6,,65.0,,69.5,,61.8,,460.2,108
202540438,胡艳,106.3,79.6,84.4,68.6,,,51.1,,69.7,,459.7,109
202540107,罗伟,94.6,79.4,100.6,,,60.2,58.4,,,66.0,459.2,110
202540314,吴敏,89.9,92.8,90.8,56.8,58.8,69.9,,,,,459.0,111
202540440,赵静,96.3,88.1,90.6,,62.1,,,,60.5,61.2,458.8,112
202540134,杨静,96.9,81.3,94.2,,,63.5,,67.7,,53.7,457.3,113
202540234,郑丽,80.6,81.3,111.5,58.2,,64.9,,,60.8,,457.3,114
202540310,林敏,96.9,96.7,102.3,,,55.8,,51.7,53.2,,456.6,115
202540408,张敏,81.6,72.1,99.4,,,,75.5,,61.7,66.0,456.3,116
202540509,赵敏,95.2,83.7,94.3,60.3,57.2,,,63.7,,,454.4,117
202540539,马杰,83.3,104.2,88.0,,64.2,,,,58.2,56.2,454.1,118
202540211,马勇,90.3,81.0,75.7,,,,61.9,83.8,61.3,,454.0,119
202540235,周伟,92.6,97.6,81.8,57.4,,,52.4,,,67.5,449.3,120
202540240,张艳,93.1,79.8,96.4,,69.1,,,,56.6,52.7,447.7,121
202540537,高军,89.2,94.8,85.5,59.7,,,55.3,,,60.8,445.3,122
202540410,赵强,99.1,80.2,90.6,68.9,58.2,,48.3,,,,445.3,123
202540214,林涛,100.2,90.0,74.7,,,,59.4,57.5,62.8,,444.6,124
202540213,刘华,83.4,82.7,86.6,,72.4,58.6,,,60.4,,444.1,125
202540208,李伟,89.0,95.1,83.1,50.1,63.7,,,,,62.6,443.6,126
202540105,郑杰,106.1,73.4,81.1,61.1,,,,66.1,,55.7,443.5,127
202540237,罗磊,82.3,99.9,84.7,,56.8,,60.2,,59.1,,443.0,128
202540306,赵艳,100.3,92.2,68.1,,,62.4,62.6,,,57.0,442.6,129
202540413,马刚,85.2,79.8,95.4,59.8,,59.0,,,63.2,,442.4,130
202540513,马华,89.9,75.4,72.7,,67.2,,,,66.9,70.2,442.3,131
202540409,郭刚,78.2,100.0,78.5,,60.1,,65.7,59.5,,,442.0,132
202540307,吴涛,87.6,86.6,94.8,,57.4,61.4,,,53.5,,441.3,133
202540401,周芳,92.8,102.3,73.6,,,51.8,,60.6,,59.5,440.6,134
202540536,胡磊,78.3,75.2,100.0,56.2,64.7,65.1,,,,,439.5,135
202540335,罗芳,94.3,85.0,86.1,,,,64.4,,57.8,51.7,439.3,136
202540305,郭磊,92.0,109.4,76.4,58.0,,61.1,,41.7,,,438.6,137
202540534,林超,91.4,85.4,96.7,,,54.5,47.0,,63.4,,438.4,138
202540502,李勇,92.5,84.3,99.2,,,,61.9,48.8,,50.7,437.4,139
202540308,胡超,91.3,91.3,88.0,55.6,,,,54.1,56.9,,437.2,140
202540104,孙涛,83.2,104.3,69.1,,57.0,63.8,,58.4,,,435.8,141
202540333,陈娜,81.9,93.1,92.1,62.4,,,49.0,56.4,,,434.9,142
202540435,赵涛,76.3,93.0,97.7,53.2,,55.6,52.9,,,,428.7,143
202540238,张娜,82.2,92.7,81.9,67.8,,57.0,46.6,,,,428.2,144
202540304,张霞,83.0,85.1,80.1,,64.1,,60.5,,54.6,,427.4,145
202540108,张勇,83.6,95.1,83.0,,56.7,,,51.4,57.0,,426.8,146
202540436,周军,69.2,111.5,73.5,65.7,50.0,,,,,56.0,425.9,147
202540332,王杰,81.8,72.5,99.6,,50.3,66.7,,,,54.2,425.1,148
202540106,郭杰,68.7,86.6,99.1,,,52.6,66.2,,50.9,,424.1,149
202540140,胡杰,90.1,82.4,82.3,,,50.9,,54.2,63.7,,423.6,150
202540532,孙勇,88.7,77.2,75.6,58.2,59.6,64.2,,,,,423.5,151
202540507,何峰,84.8,79.5,92.5,,,54.8,51.6,59.2,,,422.4,152
202540511,孙伟,98.2,79.2,80.9,53.8,,,57.2,53.0,,,422.3,153
202540131,陈静,76.6,96.6,79.6,,56.3,,65.0,,47.1,,421.2,154
202540334,杨霞,95.3,78.8,87.6,,,55.3,,45.9,58.0,,420.9,155
202540201,郑超,85.8,83.6,90.4,55.9,,,50.2,,55.0,,420.9,156
202540434,郑霞,82.5,78.4,95.5,,52.8,,,,53.7,57.6,420.5,157
202540337,黄伟,93.9,61.6,76.9,,63.1,,58.6,66.4,,,420.5,158
202540339,刘强,68.7,76.0,103.1,53.6,,,,51.3,65.8,,418.5,159
202540301,马霞,81.9,86.7,75.3,,67.4,,54.6,,51.5,,417.4,160
202540205,孙峰,85.7,75.4,88.2,,56.2,,53.7,57.4,,,416.6,161
202540402,陈超,88.2,68.2,81.8,50.8,,,,67.2,,58.7,414.9,162
202540309,何涛,78.2,78.7,82.8,56.0,,,,62.6,56.0,,414.3,163
202540430,吴强,79.2,69.7,98.2,,52.8,,66.5,,47.7,,414.1,164
202540207,林军,76.3,83.9,81.9,,57.6,52.5,,,61.1,,413.3,165
202540209,罗峰,91.8,70.6,79.0,58.5,,,60.7,,51.4,,412.0,166
202540433,张华,91.8,71.5,79.6,57.9,59.3,,,51.3,,,411.4,167
202540130,王霞,87.6,75.4,67.7,,60.3,52.2,67.3,,,,410.5,168
202540506,何峰,70.5,72.8,93.3,,,52.1,59.9,,,61.5,410.1,169
202540503,周涛,88.0,89.5,70.2,57.1,,,,55.2,49.7,,409.7,170
202540101,刘明,80.5,103.9,76.5,48.2,53.0,47.2,,,,,409.3,171
202540531,吴刚,96.7,74.1,79.7,48.8,,,46.8,62.6,,,408.7,172
202540202,黄芳,81.6,100.8,73.0,,48.7,,,51.1,52.9,,408.1,173
202540405,胡丽,77.5,94.3,68.5,,60.9,,60.8,45.2,,,407.2,174
202540133,何芳,83.9,67.5,79.9,50.1,,,62.8,,,62.3,406.5,175
202540504,何涛,87.0,81.4,81.5,,,54.7,,50.6,,50.1,405.3,176
202540404,李娜,68.4,91.7,84.2,,49.9,,,52.5,54.2,,400.9,177
202540239,吴娜,82.3,75.1,64.8,,66.1,,,56.6,,55.9,400.8,178
202540102,吴明,79.0,88.1,66.7,60.3,56.8,,,,49.7,,400.6,179
202540204,朱明,69.3,88.4,85.3,47.9,,,61.5,,47.1,,399.5,180
202540135,陈超,85.0,85.0,76.6,,55.1,48.1,,,49.0,,398.8,181
202540505,孙娜,86.5,73.4,80.2,50.8,46.6,,,,58.7,,396.2,182
202540331,郭涛,69.8,89.9,66.7,,57.9,,,63.8,46.0,,394.1,183
202540230,朱涛,68.3,94.9,78.5,49.1,50.0,,,,53.1,,393.9,184
202540132,何芳,88.0,81.5,73.5,,,46.8,,,50.9,50.7,391.4,185
202540233,何磊,83.9,72.8,67.9,,,,68.3,43.7,,53.6,390.2,186
202540231,胡静,67.5,74.1,86.2,,,48.9,,,61.9,50.5,389.1,187
202540137,黄芳,68.4,71.3,90.7,50.9,,46.7,,,59.7,,387.7,188
202540232,郭芳,70.7,63.7,76.2,,52.6,,61.9,62.2,,,387.3,189
202540431,马峰,73.2,78.6,81.6,48.8,,46.7,,56.8,,,385.7,190
202540103,罗涛,72.9,83.7,77.3,51.0,46.0,54.0,,,,,384.9,191
202540538,赵明,81.3,75.8,65.4,43.3,57.0,,,,,62.1,384.9,192
202540432,王军,79.5,67.1,76.6,,,58.6,,,48.5,53.5,383.8,193
202540535,张丽,64.3,73.1,75.3,,,53.5,,64.8,51.5,,382.5,194
202540330,林杰,75.1,65.7,69.4,,55.0,54.7,,,60.2,,380.1,195
202540501,赵勇,77.0,66.1,92.3,44.2,,52.6,,,45.7,,377.9,196
202540303,郭超,78.7,62.6,82.7,62.8,,,,43.3,,46.3,376.4,197
202540530,高艳,64.0,88.4,65.8,,55.2,,51.5,,46.6,,371.5,198
202540533,吴华,77.6,76.9,72.1,49.2,,,,42.7,,47.8,366.3,199
202540403,朱丽,77.0,74.9,74.6,48.9,,,43.5,,,47.1,366.0,200
