学号,姓名,语文,数学,英语,生物,历史,技术,物理,化学,政治,地理,总分,排名
202540529,胡涛,117.3,142.1,114.1,,83.5,,69.7,,,89.5,616.2,30
202540223,胡杰,129.4,108.5,146.2,,,75.6,69.9,,,85.8,615.4,31
202540222,林华,120.8,145.7,106.4,,,77.1,77.2,,87.2,,614.4,32
202540215,陈峰,121.9,150.0,106.4,,,,91.5,,72.7,65.5,608.0,33
202540224,罗娜,110.8,128.5,120.3,,95.1,,,77.6,72.8,,605.1,34
202540427,黄军,134.0,108.0,111.6,89.0,84.8,,,,77.4,,604.8,35
202540123,李军,107.6,126.0,131.3,88.9,72.9,,76.9,,,,603.6,36
202540221,李军,132.3,108.2,119.4,,,,86.4,76.2,,79.3,601.8,37
202540423,赵强,119.6,121.8,118.5,79.4,,,76.6,,,85.6,601.5,38
202540520,陈军,115.9,114.4,124.6,81.5,,,,80.1,,83.9,600.4,39
202540525,周芳,111.0,113.5,111.0,,,84.7,,,89.0,90.2,599.4,40
202540428,林艳,108.4,137.8,112.2,76.5,,,,,81.5,80.4,596.8,41
202540513,吴军,122.5,130.3,100.8,,80.5,,,,80.2,81.5,595.8,42
202540316,郑军,130.0,104.6,131.8,,64.1,,,84.4,78.9,,593.8,43
202540518,赵军,105.5,144.4,115.7,79.6,,,78.9,67.3,,,591.4,44
202540220,刘艳,117.8,126.5,109.5,,,,,77.1,82.2,74.4,587.5,45
202540225,胡伟,116.3,127.4,99.9,82.0,,,,91.1,,70.3,587.0,46
202540125,陈超,114.8,147.0,92.0,,,71.6,89.9,,,71.0,586.3,47
202540319,李超,111.9,115.0,125.1,75.5,,74.2,,,,81.8,583.5,48
202540417,罗强,135.7,122.2,107.8,,,74.4,69.4,,,73.2,582.7,49
202540324,黄娜,123.7,91.0,128.9,,,82.6,,,80.3,73.9,580.4,50
202540317,林丽,123.1,121.1,106.0,,,72.7,88.6,,,66.2,577.7,51
202540521,高峰,121.5,113.0,97.9,89.3,79.4,75.6,,,,,576.7,52
202540122,陈艳,116.4,120.3,103.0,84.2,,,,64.2,,87.9,576.0,53
202540515,林杰,127.7,123.4,113.2,,81.8,,,56.0,68.1,,570.2,54
202540111,王霞,98.7,115.0,117.8,,,,83.9,,78.3,76.1,569.8,55
202540329,陈勇,116.2,103.3,107.9,88.0,86.1,,,67.4,,,568.9,56
202540213,郑杰,96.8,130.6,123.1,,78.5,67.7,,,71.4,,568.1,57
202540116,朱建,113.2,125.5,116.2,,,73.0,67.7,,,71.9,567.5,58
202540120,马涛,127.3,103.0,100.6,88.7,,,81.4,,66.5,,567.5,59
202540411,何强,92.2,118.7,134.8,,,,,62.1,80.9,77.4,566.1,60
202540114,林磊,103.1,137.1,125.6,,64.2,68.5,,,65.3,,563.8,61
202540310,马强,128.0,109.8,123.8,,,68.4,,68.4,63.6,,562.0,62
202540115,王建,116.5,117.8,103.1,,,83.4,,71.5,,69.7,562.0,63
202540422,赵霞,97.3,116.9,115.4,81.1,,,82.6,66.0,,,559.3,64
202540140,何芳,102.9,125.2,109.9,,,62.7,,79.9,76.4,,557.0,65
202540414,罗磊,114.8,111.7,112.0,,82.2,68.5,,65.9,,,555.1,66
202540421,何艳,95.9,107.7,106.7,,,72.5,77.1,94.9,,,554.8,67
202540416,朱强,97.7,119.3,124.7,67.0,81.5,,,,,64.0,554.2,68
202540110,马峰,122.8,120.0,96.6,73.0,,,,67.7,73.8,,553.9,69
202540516,孙丽,112.0,116.1,99.3,,,,66.2,78.6,81.1,,553.3,70
202540109,何丽,111.2,106.9,117.6,,71.8,70.8,,,,74.3,552.6,71
202540315,吴建,106.8,117.4,99.1,,72.3,,70.5,,,86.0,552.1,72
202540523,黄霞,110.5,87.9,106.3,,,69.2,,88.4,86.6,,548.9,73
202540511,张敏,108.2,105.7,108.7,60.4,,,77.3,87.1,,,547.4,74
202540508,高刚,102.3,124.4,124.1,61.8,,60.9,,,72.1,,545.6,75
202540419,朱建,109.2,109.8,128.8,,,67.2,61.1,,,67.6,543.7,76
202540117,李磊,109.7,107.0,108.4,73.2,,,80.0,,,63.7,542.0,77
202540440,陈勇,118.1,108.4,102.9,,73.6,,,,70.7,67.7,541.4,78
202540139,郑霞,121.7,109.8,97.6,,68.4,,81.1,,,60.8,539.4,79
202540512,朱伟,119.6,104.9,128.4,,,,,62.2,60.7,63.3,539.1,80
202540415,张伟,102.6,93.4,107.5,,74.6,,,,83.2,75.0,536.3,81
202540107,王刚,116.0,93.2,121.7,,,62.8,65.8,,,75.7,535.2,82
202540314,刘军,98.9,132.5,86.0,72.7,65.3,79.0,,,,,534.4,83
202540312,高峰,120.8,84.7,96.9,,,75.4,,82.9,71.3,,532.0,84
202540439,罗艳,125.2,104.5,92.9,,,,75.9,,58.3,74.9,531.7,85
202540418,马超,113.6,102.7,97.3,,,70.9,58.6,,,88.4,531.5,86
202540517,李军,97.9,85.5,107.8,,,,79.2,78.9,81.4,,530.7,87
202540126,马敏,115.2,101.0,94.9,81.0,,67.5,,,70.7,,530.3,88
202540219,郑娜,98.1,124.0,98.9,64.9,,,75.3,,68.9,,530.1,89
202540320,赵勇,117.5,94.9,104.3,75.5,,,,,65.1,71.6,528.9,90
202540507,胡建,95.2,115.3,115.1,,,67.5,57.7,74.3,,,525.1,91
202540412,周艳,114.8,95.1,105.7,,73.3,,70.1,64.8,,,523.8,92
202540211,郑丽,98.9,97.5,92.1,,,,73.4,89.0,70.4,,521.3,93
202540119,朱磊,114.0,122.2,92.7,60.2,68.4,,,62.7,,,520.2,94
202540409,罗芳,87.5,89.7,105.6,,81.4,,78.7,76.8,,,519.7,95
202540537,马涛,101.7,116.1,106.5,59.3,,,69.8,,,66.0,519.4,96
202540218,吴丽,99.0,127.9,89.8,72.9,,70.4,58.1,,,,518.1,97
202540113,何建,101.1,95.2,104.4,73.1,72.7,,,,,70.5,517.0,98
202540210,黄超,97.3,102.5,112.6,,72.1,,,63.7,67.3,,515.5,99
202540333,郭娜,74.0,96.2,115.7,77.2,,,75.2,76.8,,,515.1,100
202540336,陈伟,109.2,123.7,88.7,,,62.3,59.3,,71.3,,514.5,101
202540209,李华,119.8,104.8,94.2,66.1,,,62.3,,66.2,,513.4,102
202540203,李超,109.4,105.4,90.4,,61.0,61.0,,86.0,,,513.2,103
202540340,黄静,116.4,95.6,110.2,,71.7,62.4,,,56.1,,512.4,104
202540234,林峰,87.2,103.8,116.4,66.7,,72.8,,,65.0,,511.9,105
202540506,胡静,97.3,111.8,106.4,,,58.8,65.6,,,71.5,511.4,106
202540407,李军,89.3,112.9,108.9,72.3,,,,59.9,67.7,,511.0,107
202540514,黄涛,92.7,113.3,104.3,74.5,65.6,,60.5,,,,510.9,108
202540509,郑芳,96.2,122.5,92.4,57.7,62.1,,,80.0,,,510.9,109
202540313,孙勇,100.5,103.3,98.4,67.9,,78.6,60.3,,,,509.0,110
202540104,王娜,97.9,118.4,84.2,,66.9,75.2,,65.4,,,508.0,111
202540434,郑丽,109.2,110.8,97.4,,66.3,,,,58.8,64.7,507.2,112
202540519,李丽,103.3,100.4,104.7,67.5,,,59.7,,71.3,,506.9,113
202540106,胡涛,87.7,106.0,104.3,,,68.9,73.1,,64.6,,504.6,114
202540302,刘峰,106.7,88.1,107.1,,,62.8,,,67.0,72.9,504.6,115
202540337,黄超,108.5,83.4,102.1,,78.1,,72.9,55.8,,,500.8,116
202540540,何磊,111.2,91.4,96.6,,,,72.2,62.1,,66.7,500.2,117
202540136,胡华,81.9,98.2,111.9,61.8,,,69.3,,77.1,,500.2,118
202540216,李峰,90.5,118.2,103.8,59.4,,,60.4,,67.9,,500.2,119
202540138,张磊,97.8,103.3,103.3,60.1,,68.7,,,66.6,,499.8,120
202540306,高娜,109.2,87.2,95.7,,,75.2,64.9,,,66.9,499.1,121
202540505,何超,107.0,121.2,92.3,54.0,55.1,,,,67.8,,497.4,122
202540240,杨伟,96.8,92.9,103.4,,76.3,,,,67.0,60.5,496.9,123
202540437,高军,91.0,116.8,91.9,,71.0,61.8,,62.5,,,495.0,124
202540108,林建,83.8,116.7,96.9,,65.9,,,66.2,62.4,,491.9,125
202540307,朱杰,89.7,106.9,98.8,,65.4,71.0,,,59.4,,491.2,126
202540105,刘杰,95.7,103.4,95.9,69.0,,,,66.3,,58.8,489.1,127
202540410,郭军,101.8,101.0,92.2,73.0,61.5,,59.4,,,,488.9,128
202540205,陈磊,91.7,92.0,104.5,,63.6,,65.2,71.5,,,488.5,129
202540430,张华,93.3,98.1,112.7,,58.6,,69.8,,54.1,,486.6,130
202540237,黄刚,100.2,95.3,96.4,,63.2,,56.8,,71.6,,483.5,131
202540413,黄磊,104.9,100.2,89.7,55.6,,63.4,,,68.4,,482.2,132
202540510,陈勇,103.1,71.9,100.3,,69.7,,77.8,58.7,,,481.5,133
202540208,王峰,86.1,84.1,98.7,62.9,76.0,,,,,73.1,480.9,134
202540308,周伟,87.1,104.0,107.1,55.3,,,,72.0,54.5,,480.0,135
202540134,赵涛,91.1,92.3,91.8,,,71.5,,74.5,,58.6,479.8,136
202540112,郭建,86.1,98.3,94.3,,71.4,,68.2,,61.1,,479.4,137
202540311,何磊,105.9,77.5,97.3,,80.5,,66.5,51.7,,,479.4,138
202540239,杨娜,103.1,77.2,91.1,,72.9,,,65.8,,68.9,479.0,139
202540305,吴强,107.9,91.1,90.1,66.7,,74.1,,48.0,,,477.9,140
202540335,朱建,114.4,79.7,88.9,,,,69.1,,64.0,58.6,474.7,141
202540338,刘伟,90.4,108.6,86.2,,66.8,63.7,,,58.9,,474.6,142
202540309,杨勇,93.4,77.0,98.9,69.1,,,,69.5,65.5,,473.4,143
202540207,朱杰,79.6,90.1,112.0,,64.2,58.6,,,68.7,,473.2,144
202540233,郑强,107.9,90.5,90.9,,,,62.6,60.2,,60.5,472.6,145
202540102,赵杰,85.2,111.5,84.2,71.4,63.8,,,,55.0,,471.1,146
202540304,朱明,85.1,90.5,101.6,,69.8,,54.4,,68.6,,470.0,147
202540438,黄建,90.0,96.2,85.4,72.1,,,53.0,,72.7,,469.4,148
202540339,何涛,77.5,93.8,106.1,57.7,,,,67.2,65.4,,467.7,149
202540406,张涛,79.4,101.7,95.1,,73.4,57.2,,,60.6,,467.4,150
202540405,李明,99.7,92.1,80.9,,69.8,,67.4,56.2,,,466.1,151
202540212,孙杰,95.1,82.4,86.6,64.0,,71.7,,66.0,,,465.8,152
202540214,李明,101.5,78.7,80.8,,,,75.2,62.8,65.9,,464.9,153
202540131,朱刚,93.3,101.4,87.8,,59.2,,66.6,,55.8,,464.1,154
202540206,吴军,90.2,95.5,87.0,,,64.2,,70.8,56.0,,463.7,155
202540531,罗艳,110.9,71.9,109.4,57.8,,,60.3,51.8,,,462.1,156
202540435,郭磊,79.0,116.5,92.0,48.6,,61.4,63.0,,,,460.5,157
202540331,孙磊,87.1,102.6,77.9,,66.2,,,76.2,50.5,,460.5,158
202540433,杨娜,86.5,79.6,108.6,64.1,67.1,,,54.2,,,460.1,159
202540436,朱华,93.9,85.1,85.6,75.1,56.2,,,,,64.0,459.9,160
202540334,林强,92.5,84.5,105.2,,,63.2,,48.9,65.3,,459.6,161
202540538,郭芳,81.1,106.0,80.0,52.7,68.3,,,,,70.7,458.8,162
202540303,马艳,103.6,95.7,85.2,71.2,,,,46.5,,54.0,456.2,163
202540401,高峰,90.3,101.2,75.6,,,56.3,,67.0,,65.8,456.2,164
202540539,刘峰,91.4,102.3,81.0,,66.4,,,,61.2,53.4,455.7,165
202540204,罗霞,95.9,84.7,108.7,55.0,,,57.1,,53.8,,455.2,166
202540236,朱敏,86.8,79.4,95.7,,,60.8,,61.1,69.3,,453.1,167
202540238,林杰,87.9,104.5,82.6,64.2,,59.0,54.8,,,,453.0,168
202540534,胡勇,83.1,84.1,110.4,,,54.4,54.2,,65.3,,451.5,169
202540231,王静,83.3,77.3,113.5,,,54.2,,,68.3,54.3,450.9,170
202540133,林峰,92.5,76.3,95.4,50.2,,,67.2,,,68.7,450.3,171
202540135,吴强,100.0,100.8,73.6,,67.6,55.7,,,52.3,,450.0,172
202540404,罗艳,80.4,80.1,100.9,,53.0,,,72.1,61.7,,448.2,173
202540130,郑华,86.0,92.9,90.8,,61.0,56.0,61.3,,,,448.0,174
202540530,赵峰,80.5,91.9,87.5,,69.0,,61.7,,57.3,,447.9,175
202540132,陈丽,89.0,99.2,86.9,,,52.7,,,57.9,60.3,446.0,176
202540235,高芳,92.5,74.3,84.9,65.5,,,62.8,,,65.9,445.9,177
202540408,何丽,79.6,73.7,92.2,,,,60.0,,73.3,67.0,445.8,178
202540533,罗建,88.4,89.6,92.1,61.2,,,,65.0,,48.6,444.9,179
202540201,孙涛,94.6,77.6,83.7,56.8,,,67.3,,64.0,,444.0,180
202540431,朱杰,79.4,96.0,102.9,61.1,,48.0,,54.1,,,441.5,181
202540101,林涛,87.2,93.5,94.8,53.7,58.8,52.4,,,,,440.4,182
202540536,王强,83.9,90.0,92.6,48.6,63.2,60.0,,,,,438.3,183
202540432,陈峰,99.0,83.0,78.2,,,64.3,,,53.6,60.1,438.2,184
202540332,马伟,77.8,95.2,85.9,,52.1,70.2,,,,55.3,436.5,185
202540137,胡勇,82.5,84.9,84.5,54.7,,57.3,,,71.2,,435.1,186
202540230,黄强,75.5,91.9,95.4,58.3,58.0,,,,54.2,,433.3,187
202540301,何军,81.2,108.5,70.7,,65.1,,51.1,,52.4,,429.0,188
202540532,高艳,99.9,71.3,80.9,49.8,60.5,66.3,,,,,428.7,189
202540503,刘军,87.9,102.8,70.0,61.3,,,,51.3,54.4,,427.7,190
202540103,高艳,84.9,88.3,81.2,56.5,54.6,60.2,,,,,425.7,191
202540535,高敏,75.7,96.0,78.8,,,61.9,,60.3,52.9,,425.6,192
202540502,王涛,89.0,74.7,93.6,,,,61.1,48.8,,58.1,425.3,193
202540202,朱刚,88.5,99.7,74.4,,54.0,,,50.8,56.8,,424.2,194
202540504,朱伟,81.6,83.9,91.8,,,58.6,,50.8,,54.2,420.9,195
202540232,张建,75.9,69.3,80.5,,62.7,,77.0,53.5,,,418.9,196
202540330,朱强,81.3,78.1,72.4,,59.3,62.1,,,64.8,,418.0,197
202540402,罗超,82.2,78.9,78.5,52.5,,,,61.0,,61.5,414.6,198
202540501,刘娜,78.4,89.9,76.8,54.7,,56.0,,,49.9,,405.7,199
202540403,郭刚,85.9,83.5,64.0,52.7,,,53.4,,,50.6,390.1,200
