学号,姓名,语文,数学,英语,生物,历史,技术,物理,化学,政治,地理,总分,排名
202540521,周磊,131.4,123.2,102.9,90.9,89.5,79.8,,,,,617.7,46
202540113,李敏,119.1,138.9,127.4,72.0,85.6,,,,,74.2,617.2,47
202540229,杨娜,122.5,118.8,101.5,100.0,73.7,,,100.0,,,616.5,48
202540420,郭峰,135.6,129.2,120.2,72.3,,,,78.6,76.0,,611.9,49
202540125,何超,126.4,130.8,97.3,,,81.9,96.4,,,78.9,611.7,50
202540529,林明,123.4,104.5,106.0,,86.5,,100.0,,,90.1,610.5,51
202540422,何明,121.6,108.1,110.5,82.2,,,100.0,83.4,,,605.8,52
202540525,陈军,112.9,124.5,116.6,,,77.2,,,84.7,87.9,603.8,53
202540318,周杰,121.9,123.0,123.2,,82.7,,78.2,,,70.4,599.4,54
202540120,胡军,127.6,121.0,104.9,91.6,,,83.5,,69.9,,598.5,55
202540117,王建,129.7,99.0,137.3,79.6,,,78.0,,,74.5,598.1,56
202540220,何磊,117.2,121.2,129.4,,,,,71.0,86.7,72.1,597.6,57
202540428,杨强,123.0,117.7,107.5,81.8,,,,,86.2,78.5,594.7,58
202540221,林杰,113.0,130.3,136.7,,,,59.1,72.3,,79.5,590.9,59
202540513,王娜,120.7,93.5,116.6,,87.3,,,,83.5,88.8,590.4,60
202540423,孙峰,122.5,105.7,109.5,84.2,,,83.2,,,83.9,589.0,61
202540415,何强,110.2,115.8,131.5,,79.0,,,,77.4,75.0,588.9,62
202540411,周华,103.0,130.9,107.8,,,,,83.7,84.2,78.3,587.9,63
202540214,朱芳,127.1,114.7,115.2,,,,89.2,66.1,74.4,,586.7,64
202540414,郭丽,111.0,130.6,110.2,,85.1,68.2,,81.1,,,586.2,65
202540314,陈强,108.3,121.7,117.9,80.0,68.3,88.8,,,,,585.0,66
202540216,赵丽,106.7,117.0,133.0,69.8,,,80.5,,76.4,,583.4,67
202540320,郭杰,123.4,106.5,120.8,77.5,,,,,73.2,76.9,578.3,68
202540321,林超,119.6,101.1,124.9,,69.6,,,76.3,85.1,,576.6,69
202540218,刘磊,117.4,105.3,103.1,90.1,,78.9,80.2,,,,575.0,70
202540313,郭强,122.7,116.0,108.3,75.2,,81.4,71.2,,,,574.8,71
202540438,黄丽,114.4,111.0,114.6,75.1,,,77.3,,78.9,,571.3,72
202540412,林强,115.3,108.7,115.0,,86.1,,61.1,84.9,,,571.1,73
202540317,李霞,127.4,98.6,113.3,,,76.9,82.5,,,69.8,568.5,74
202540516,何芳,118.1,116.9,106.7,,,,71.8,68.2,86.6,,568.3,75
202540340,赵艳,135.9,78.1,125.3,,81.3,76.2,,,70.1,,566.9,76
202540319,何强,110.4,114.4,117.0,74.0,,71.8,,,,78.9,566.5,77
202540109,郑勇,129.1,97.8,100.6,,78.2,78.6,,,,81.6,565.9,78
202540114,郭艳,114.2,107.9,115.3,,75.5,83.0,,,69.6,,565.5,79
202540110,朱娜,126.2,117.5,107.6,67.1,,,,67.5,76.8,,562.7,80
202540537,高芳,111.4,129.4,113.2,60.8,,,74.9,,,71.2,560.9,81
202540517,陈娜,96.2,119.5,99.7,,,,64.7,94.1,86.0,,560.2,82
202540418,陈丽,115.4,104.7,98.0,,,73.8,75.0,,,91.1,558.0,83
202540511,何明,120.6,88.0,118.2,67.6,,,73.2,89.4,,,557.0,84
202540235,李军,106.4,119.7,85.9,79.7,,,80.7,,,79.4,551.8,85
202540210,杨军,89.0,125.8,123.8,,75.4,,,74.2,63.3,,551.5,86
202540515,王静,106.0,123.0,126.0,,75.6,,,56.9,63.8,,551.3,87
202540416,马丽,99.2,116.5,117.8,67.7,83.2,,,,,65.1,549.5,88
202540115,黄军,121.2,107.4,93.4,,,81.6,,77.9,,67.9,549.4,89
202540212,高华,97.3,112.5,110.6,71.7,,73.4,,83.6,,,549.1,90
202540116,林涛,116.9,99.7,118.8,,,74.5,64.2,,,69.8,543.9,91
202540339,孙静,89.2,126.3,113.6,75.9,,,,60.2,78.6,,543.8,92
202540509,郭明,95.4,108.7,118.5,65.0,70.1,,,85.9,,,543.6,93
202540119,郑华,110.8,118.1,98.1,70.7,71.4,,,73.7,,,542.8,94
202540519,陈建,90.3,116.5,120.0,72.2,,,64.7,,78.6,,542.3,95
202540334,高杰,116.9,118.0,97.0,,,66.3,,71.2,72.2,,541.6,96
202540315,张华,102.4,116.7,111.1,,67.1,,60.7,,,83.3,541.3,97
202540409,刘静,97.2,102.1,114.6,,82.8,,72.3,71.6,,,540.6,98
202540439,陈敏,112.8,127.8,100.8,,,,71.2,,56.7,71.2,540.5,99
202540408,王明,92.8,102.1,106.2,,,,82.3,,79.7,77.1,540.2,100
202540139,林磊,106.7,114.1,124.4,,68.6,,63.7,,,62.3,539.8,101
202540206,林娜,113.8,120.1,95.1,,,71.9,,71.0,64.6,,536.5,102
202540135,孙伟,125.6,94.4,110.1,,76.9,65.0,,,61.8,,533.8,103
202540138,孙明,110.8,122.0,98.2,60.0,,72.2,,,69.0,,532.2,104
202540312,马敏,112.3,78.1,106.2,,,76.3,,78.8,78.8,,530.5,105
202540504,郭刚,109.8,85.4,120.7,,,72.1,,81.2,,60.3,529.5,106
202540306,孙敏,108.1,101.3,98.3,,,75.7,76.1,,,69.3,528.8,107
202540105,朱超,119.1,103.6,100.5,68.5,,,,66.8,,70.1,528.6,108
202540236,孙伟,91.9,122.1,103.6,,,72.6,,57.3,79.9,,527.4,109
202540337,朱杰,129.3,90.6,89.4,,76.9,,77.5,63.1,,,526.8,110
202540207,刘峰,96.2,121.9,114.8,,66.9,57.5,,,68.4,,525.7,111
202540310,林霞,113.2,101.3,124.7,,,68.6,,55.6,62.0,,525.4,112
202540333,高霞,80.6,99.0,105.4,77.5,,,74.8,87.8,,,525.1,113
202540434,胡艳,106.1,108.7,111.9,,68.0,,,,62.2,67.8,524.7,114
202540213,胡超,105.9,94.4,103.3,,79.6,69.0,,,71.9,,524.1,115
202540440,陈杰,129.7,79.9,90.4,,74.7,,,,73.5,74.4,522.6,116
202540209,胡伟,109.6,93.1,97.4,72.4,,,84.8,,64.5,,521.8,117
202540302,林霞,109.8,85.8,105.7,,,67.5,,,73.9,78.1,520.8,118
202540308,马勇,99.8,94.8,123.2,67.8,,,,70.3,64.3,,520.2,119
202540531,李娜,117.0,86.1,115.0,54.3,,,77.5,70.3,,,520.2,120
202540240,胡丽,102.5,113.2,106.4,,75.9,,,,60.7,60.9,519.6,121
202540437,王艳,111.5,94.9,108.6,,76.0,66.7,,59.7,,,517.4,122
202540507,胡军,94.0,114.7,116.6,,,63.6,50.9,77.4,,,517.2,123
202540536,朱军,94.4,120.5,103.9,58.8,71.3,67.6,,,,,516.5,124
202540413,王丽,113.4,79.1,116.2,62.6,,68.0,,,76.0,,515.3,125
202540107,吴涛,116.9,113.2,103.7,,,62.9,49.2,,,69.2,515.1,126
202540205,马杰,110.8,100.9,101.8,,65.3,,60.8,75.4,,,515.0,127
202540108,杨霞,94.2,102.4,114.0,,72.2,,,64.6,64.9,,512.3,128
202540540,孙峰,107.2,90.2,117.6,,,,66.2,58.5,,71.9,511.6,129
202540506,李杰,97.3,117.8,105.6,,,60.0,60.9,,,69.0,510.6,130
202540140,刘丽,103.3,115.3,88.3,,,57.2,,73.4,71.9,,509.4,131
202540309,刘刚,101.3,106.2,86.6,70.9,,,,73.1,71.0,,509.1,132
202540404,黄建,97.6,107.9,114.5,,58.3,,,59.3,71.1,,508.7,133
202540505,陈建,118.0,92.2,105.9,59.6,57.1,,,,74.2,,507.0,134
202540106,马勇,80.6,116.4,103.9,,,64.5,80.0,,60.6,,506.0,135
202540237,何涛,101.0,109.6,91.3,,63.8,,66.1,,73.8,,505.6,136
202540503,黄霞,114.0,107.0,92.3,68.5,,,,62.0,61.7,,505.5,137
202540436,马刚,84.8,124.7,93.8,69.9,61.6,,,,,69.8,504.6,138
202540112,周勇,95.5,90.9,114.4,,73.1,,59.3,,70.0,,503.2,139
202540134,张磊,100.3,95.6,103.5,,,71.5,,67.3,,63.6,501.8,140
202540311,朱建,95.6,103.3,97.6,,79.6,,70.2,53.6,,,499.9,141
202540508,胡艳,90.8,110.2,107.3,63.0,,57.4,,,70.7,,499.4,142
202540435,孙艳,87.8,115.0,105.0,56.4,,61.4,73.6,,,,499.2,143
202540133,刘峰,103.5,100.0,98.0,57.0,,,67.8,,,72.7,499.0,144
202540431,杨磊,91.3,94.4,125.4,59.6,,57.7,,69.6,,,498.0,145
202540533,陈芳,95.8,93.8,109.0,67.8,,,,72.8,,58.8,498.0,146
202540104,张霞,89.8,106.7,83.2,,64.0,75.5,,74.6,,,493.8,147
202540330,张超,90.0,101.9,96.6,,66.7,64.0,,,73.7,,492.9,148
202540538,李磊,85.8,116.9,92.2,57.1,67.8,,,,,72.9,492.7,149
202540234,郭静,84.1,107.0,94.9,70.3,,71.0,,,65.4,,492.7,150
202540233,张伟,112.2,106.2,77.1,,,,70.8,62.6,,62.9,491.8,151
202540305,胡建,91.8,118.4,88.0,71.1,,73.7,,48.2,,,491.2,152
202540432,陈刚,104.1,93.0,93.1,,,71.3,,,60.7,66.4,488.6,153
202540201,高艳,95.1,107.9,101.8,59.8,,,61.7,,61.2,,487.5,154
202540232,李明,80.5,93.5,97.6,,66.5,,75.4,73.6,,,487.1,155
202540211,张伟,86.7,112.5,96.6,,,,47.1,78.7,65.4,,487.0,156
202540512,王娜,118.2,91.6,101.3,,,,,51.1,61.1,63.3,486.6,157
202540405,李华,92.5,113.0,80.5,,75.1,,69.8,55.4,,,486.3,158
202540208,张勇,89.0,101.7,87.6,63.8,70.8,,,,,73.3,486.2,159
202540239,马明,85.0,99.4,81.1,,72.8,,,80.6,,67.1,486.0,160
202540231,黄伟,76.4,98.1,121.5,,,55.2,,,74.0,59.5,484.7,161
202540410,胡勇,106.3,80.5,106.5,72.0,65.3,,53.7,,,,484.3,162
202540510,赵刚,101.3,89.2,79.5,,68.3,,76.1,65.5,,,479.9,163
202540336,张芳,103.8,92.2,74.8,,,61.7,78.9,,67.8,,479.2,164
202540402,吴敏,103.1,81.1,91.7,54.2,,,,78.7,,69.0,477.8,165
202540202,郑丽,93.5,120.4,78.9,,59.6,,,60.4,64.3,,477.1,166
202540433,林强,94.1,89.7,108.4,60.6,68.2,,,55.8,,,476.8,167
202540238,刘艳,95.4,87.2,100.2,68.1,,67.7,55.5,,,,474.1,168
202540304,何强,92.3,79.1,106.9,,66.7,,66.1,,62.1,,473.2,169
202540111,周芳,99.2,77.0,95.5,,,,53.5,,72.4,74.2,471.8,170
202540406,吴建,79.7,111.9,92.1,,72.3,56.9,,,57.6,,470.5,171
202540534,王峰,84.4,99.3,92.8,,,57.1,63.8,,69.9,,467.3,172
202540532,胡勇,98.6,97.5,82.4,53.6,62.8,72.2,,,,,467.1,173
202540137,郑涛,86.8,90.5,97.9,64.3,,52.6,,,71.8,,463.9,174
202540403,高杰,89.3,109.1,85.7,62.4,,,64.6,,,52.6,463.7,175
202540502,孙峰,107.5,89.4,92.9,,,,61.9,52.8,,58.1,462.6,176
202540131,郑明,89.0,88.0,107.7,,61.0,,58.0,,56.8,,460.5,177
202540407,刘勇,86.6,98.4,91.3,65.0,,,,53.1,65.2,,459.6,178
202540401,高明,95.3,83.2,83.0,,,63.9,,65.5,,67.1,458.0,179
202540335,郭艳,96.4,91.0,103.0,,,,53.8,,61.6,51.8,457.6,180
202540338,马娜,88.7,96.2,77.8,,66.8,67.5,,,56.3,,453.3,181
202540132,罗霞,94.7,101.3,74.5,,,55.4,,,63.7,61.7,451.3,182
202540103,朱明,86.8,93.0,83.0,64.0,57.6,66.4,,,,,450.8,183
202540130,杨娜,87.3,74.4,87.8,,64.6,60.1,76.0,,,,450.2,184
202540301,何磊,81.5,85.6,89.9,,72.8,,64.1,,54.9,,448.8,185
202540136,吴霞,77.4,93.2,86.8,64.9,,,52.4,,73.4,,448.1,186
202540203,林刚,91.7,98.6,87.4,,56.0,59.2,,55.1,,,448.0,187
202540539,朱军,91.4,75.1,89.9,,70.4,,,,62.1,58.1,447.0,188
202540102,周峰,86.2,100.1,80.3,66.1,58.2,,,,55.6,,446.5,189
202540230,何伟,82.6,82.4,103.3,60.0,59.1,,,,56.0,,443.4,190
202540332,黄勇,79.6,82.0,105.3,,54.5,68.9,,,,53.0,443.3,191
202540501,胡涛,77.5,83.4,102.2,58.6,,66.8,,,53.8,,442.3,192
202540331,马杰,84.3,85.8,91.8,,62.9,,,65.6,51.4,,441.8,193
202540303,刘建,99.0,69.9,92.3,65.9,,,,57.9,,53.7,438.7,194
202540535,朱芳,72.2,97.7,90.0,,,61.6,,59.9,55.1,,436.5,195
202540101,杨涛,83.0,106.0,80.7,56.3,57.1,49.9,,,,,433.0,196
202540204,马静,76.1,98.7,85.1,57.4,,,65.2,,49.2,,431.7,197
202540530,吴霞,84.9,75.3,85.0,,66.3,,65.7,,54.0,,431.2,198
202540430,马超,79.6,84.9,91.6,,56.3,,54.5,,57.1,,424.0,199
202540307,孙静,80.8,77.8,80.6,,60.2,64.0,,,55.8,,419.2,200
