学号,姓名,语文,数学,英语,生物,历史,技术,物理,化学,政治,地理,总分,排名
202540138,赵刚,129.0,141.5,130.7,74.6,,88.1,,,87.3,,651.2,74
202540314,赵霞,113.4,150.0,119.5,93.5,79.1,94.5,,,,,650.0,75
202540315,周丽,136.6,142.1,120.0,,78.4,,79.7,,,92.4,649.2,76
202540419,朱霞,128.9,126.9,135.4,,,90.0,75.0,,,92.0,648.2,77
202540511,马磊,133.1,123.6,131.3,80.1,,,92.8,85.8,,,646.7,78
202540418,刘勇,120.8,137.3,125.1,,,75.9,86.2,,,100.0,645.3,79
202540508,马明,123.7,129.2,141.9,79.3,,71.9,,,92.5,,638.5,80
202540440,周磊,148.1,95.7,132.9,,93.2,,,,81.7,86.8,638.4,81
202540306,罗敏,146.2,138.6,118.4,,,87.2,64.3,,,79.2,633.9,82
202540135,王超,141.8,150.0,106.9,,87.7,69.5,,,74.1,,630.0,83
202540218,刘华,139.8,112.4,113.1,93.5,,85.9,83.6,,,,628.3,84
202540408,郑磊,112.5,140.7,115.9,,,,76.0,,91.4,91.2,627.7,85
202540119,罗勇,118.0,128.0,128.2,73.3,82.5,,,97.4,,,627.4,86
202540321,林明,137.6,100.8,133.7,,78.8,,,79.8,95.8,,626.5,87
202540512,杨强,134.2,125.7,138.2,,,,,82.9,71.9,71.9,624.8,88
202540537,胡丽,131.5,114.8,122.8,80.0,,,97.8,,,77.7,624.6,89
202540308,孙霞,116.2,132.6,140.3,75.0,,,,88.1,71.9,,624.1,90
202540234,朱超,99.3,147.8,130.3,78.4,,88.1,,,79.7,,623.6,91
202540413,李华,113.6,122.6,134.6,79.5,,81.9,,,88.5,,620.7,92
202540219,刘丽,121.9,107.5,120.7,89.0,,,100.0,,81.0,,620.1,93
202540209,郭建,135.3,123.2,108.8,79.2,,,96.6,,75.2,,618.3,94
202540316,胡峰,122.9,104.4,138.5,,75.9,,,91.6,84.8,,618.1,95
202540106,刘军,95.0,130.1,149.7,,,79.7,85.6,,72.8,,612.9,96
202540510,郑刚,138.8,89.6,127.0,,86.7,,100.0,70.7,,,612.8,97
202540105,张峰,127.2,107.9,138.2,78.5,,,,81.9,,77.5,611.2,98
202540405,黄杰,115.6,137.5,112.9,,87.3,,85.1,72.2,,,610.6,99
202540416,孙丽,114.2,110.6,145.6,74.0,92.1,,,,,74.1,610.6,100
202540111,周峰,111.3,109.3,126.2,,,,89.6,,82.9,88.4,607.7,101
202540214,郭磊,133.1,106.2,113.0,,,,94.2,79.6,81.5,,607.6,102
202540206,孙华,125.5,142.5,113.7,,,83.4,,72.9,68.4,,606.4,103
202540240,郭静,114.1,95.2,150.0,,92.1,,,,78.2,76.0,605.6,104
202540412,杨勇,135.0,93.5,112.9,,93.8,,82.1,87.6,,,604.9,105
202540112,朱军,106.5,102.1,132.8,,89.3,,87.4,,86.6,,604.7,106
202540109,黄超,113.7,113.1,130.0,,77.5,83.3,,,,86.5,604.1,107
202540506,李霞,94.9,148.6,115.3,,,69.3,90.4,,,84.0,602.5,108
202540439,李磊,136.4,126.1,116.6,,,,78.7,,64.8,78.4,601.0,109
202540411,赵涛,94.9,113.8,119.3,,,,,92.4,92.9,86.7,600.0,110
202540237,陈华,122.1,136.2,110.0,,77.8,,67.9,,84.9,,598.9,111
202540134,李涛,123.9,111.0,119.5,,,82.5,,91.5,,67.4,595.8,112
202540320,李杰,126.5,125.1,114.4,73.7,,,,,78.4,76.8,594.9,113
202540212,王勇,110.9,127.8,97.9,77.9,,80.2,,100.0,,,594.7,114
202540339,林芳,103.6,121.9,132.3,76.4,,,,68.9,90.4,,593.5,115
202540436,马伟,105.6,142.2,111.4,85.0,67.7,,,,,81.5,593.4,116
202540340,杨磊,132.6,94.1,119.8,,93.3,79.2,,,71.7,,590.7,117
202540310,马芳,137.8,106.1,124.7,,,77.1,,72.7,70.9,,589.3,118
202540536,林娜,102.1,121.5,120.6,77.7,87.0,79.5,,,,,588.4,119
202540410,郭军,132.1,103.8,114.4,88.0,71.8,,78.2,,,,588.3,120
202540139,李丽,113.7,132.0,133.4,,68.4,,70.0,,,69.0,586.5,121
202540213,刘磊,102.2,124.8,125.7,,83.4,72.5,,,77.0,,585.6,122
202540403,杨华,114.2,146.2,99.5,68.4,,,89.3,,,67.7,585.3,123
202540401,郭磊,128.9,111.3,96.7,,,77.9,,86.1,,83.6,584.5,124
202540317,郭丽,129.0,93.5,121.5,,,77.9,89.1,,,73.1,584.1,125
202540406,李杰,109.9,120.9,110.1,,90.5,76.4,,,75.9,,583.7,126
202540140,胡霞,116.5,116.6,117.9,,,66.4,,75.2,87.6,,580.2,127
202540534,王超,118.7,113.7,133.8,,,70.8,60.0,,83.0,,580.0,128
202540438,张丽,127.7,97.3,113.1,83.8,,,68.5,,89.6,,580.0,129
202540334,何军,127.0,119.2,128.0,,,77.1,,51.7,75.6,,578.6,130
202540210,王敏,118.2,106.5,108.6,,88.3,,,86.6,69.9,,578.1,131
202540407,陈磊,100.1,124.1,117.1,82.5,,,,75.3,77.9,,577.0,132
202540507,何静,118.8,112.7,138.0,,,79.9,58.1,68.5,,,576.0,133
202540337,黄娜,126.9,89.1,98.1,,89.6,,76.0,95.3,,,575.0,134
202540204,林涛,103.6,142.6,109.3,69.4,,,85.2,,64.3,,574.4,135
202540137,张明,108.7,99.0,128.4,78.3,,71.7,,,87.0,,573.1,136
202540505,何丽,117.2,99.9,133.0,77.4,61.7,,,,82.5,,571.7,137
202540235,朱芳,103.0,124.0,114.0,84.4,,,61.9,,,84.2,571.5,138
202540509,孙磊,108.6,120.9,122.5,62.4,72.4,,,81.7,,,568.5,139
202540302,林杰,110.3,115.5,125.6,,,67.9,,,72.1,77.1,568.5,140
202540338,杨强,119.9,114.7,105.3,,80.9,78.1,,,69.4,,568.3,141
202540437,陈杰,123.0,111.0,118.6,,81.6,75.7,,55.9,,,565.8,142
202540404,陈霞,98.2,110.0,127.9,,67.7,,,84.2,77.3,,565.3,143
202540304,郭丽,107.8,95.3,119.1,,85.7,,75.5,,81.0,,564.4,144
202540305,赵静,119.9,139.2,90.1,71.7,,83.7,,59.6,,,564.2,145
202540538,张芳,110.4,142.5,94.6,60.1,73.6,,,,,82.9,564.1,146
202540531,吴静,136.5,91.4,112.7,67.9,,,61.5,92.2,,,562.2,147
202540502,朱超,119.5,99.1,137.9,,,,75.3,60.6,,68.1,560.5,148
202540238,杨敏,100.3,127.3,117.9,84.7,,71.0,58.7,,,,559.9,149
202540236,张芳,104.5,125.0,114.0,,,76.2,,58.6,80.9,,559.2,150
202540532,马建,126.2,99.8,103.8,69.1,75.9,82.4,,,,,557.2,151
202540201,高娜,107.0,111.8,101.9,77.3,,,84.6,,74.5,,557.1,152
202540409,张峰,106.4,110.8,132.3,,88.5,,59.5,58.4,,,555.9,153
202540336,陈华,114.2,131.1,91.4,,,70.1,66.4,,82.2,,555.4,154
202540101,赵涛,113.6,138.9,104.6,59.4,72.1,64.3,,,,,552.9,155
202540335,朱芳,133.4,95.5,98.7,,,,83.9,,74.5,65.4,551.4,156
202540107,陈丽,112.2,93.2,133.1,,,69.0,62.0,,,81.6,551.1,157
202540233,马娜,113.8,124.8,89.6,,,,81.3,69.0,,71.4,549.9,158
202540431,张军,96.3,98.5,130.8,77.8,,62.5,,82.0,,,547.9,159
202540208,孙峰,100.0,105.2,97.2,68.6,89.4,,,,,87.1,547.5,160
202540239,何霞,97.8,104.5,106.8,,84.4,,,82.3,,70.4,546.2,161
202540203,郑丽,111.1,105.1,107.4,,64.4,64.0,,92.0,,,544.0,162
202540108,吴静,99.4,98.7,126.5,,77.8,,,69.0,71.0,,542.4,163
202540131,吴建,96.4,120.5,120.8,,65.9,,76.8,,61.3,,541.7,164
202540539,王华,111.5,112.9,101.5,,78.3,,,,71.5,65.8,541.5,165
202540102,孙芳,112.2,121.7,99.5,75.5,71.8,,,,60.7,,541.4,166
202540311,吴艳,101.1,86.0,109.1,,90.4,,89.1,62.9,,,538.6,167
202540136,高军,88.4,115.1,125.6,66.9,,,62.4,,79.6,,538.0,168
202540301,朱丽,100.5,125.7,84.9,,79.7,,82.6,,63.8,,537.2,169
202540330,黄磊,97.7,122.3,99.6,,70.0,71.6,,,75.7,,536.9,170
202540435,王超,84.7,130.7,121.3,62.4,,67.1,69.2,,,,535.4,171
202540535,周明,95.3,102.5,114.2,,,83.6,,66.6,73.0,,535.2,172
202540309,李艳,101.1,102.5,116.1,71.8,,,,64.7,78.3,,534.5,173
202540530,张建,95.9,109.2,97.1,,77.6,,87.8,,65.1,,532.7,174
202540303,王勇,117.6,104.6,105.6,80.8,,,,57.7,,64.4,530.7,175
202540434,王建,105.1,114.0,99.5,,73.5,,,,66.0,70.5,528.6,176
202540307,周敏,109.7,86.6,107.2,,72.1,79.8,,,72.7,,528.1,177
202540433,赵娜,113.1,86.0,116.4,67.0,74.4,,,67.7,,,524.6,178
202540331,郭涛,108.3,95.0,107.7,,76.9,,,75.3,61.1,,524.3,179
202540533,陈伟,93.9,116.1,111.0,66.8,,,,72.6,,60.3,520.7,180
202540430,杨涛,95.2,91.9,135.4,,71.2,,60.4,,64.9,,519.0,181
202540205,赵芳,117.3,82.3,111.4,,76.5,,68.2,62.8,,,518.5,182
202540207,黄磊,102.3,96.1,103.6,,70.6,63.0,,,80.4,,516.0,183
202540132,郭磊,108.2,122.4,87.7,,,60.3,,,68.8,67.9,515.3,184
202540503,黄峰,108.6,115.7,92.7,69.4,,,,63.8,64.3,,514.5,185
202540231,黄华,91.2,92.5,110.8,,,68.9,,,80.4,70.7,514.5,186
202540211,林娜,98.7,103.7,94.1,,,,63.3,76.5,76.9,,513.2,187
202540501,陈磊,100.4,97.8,119.5,59.9,,70.8,,,60.3,,508.7,188
202540130,周华,105.0,84.1,100.9,,73.1,65.2,80.3,,,,508.6,189
202540332,郭涛,83.4,89.7,124.5,,64.2,76.1,,,,67.8,505.7,190
202540103,郑艳,101.5,119.5,86.0,62.5,62.0,69.0,,,,,500.5,191
202540202,张建,95.7,122.1,79.6,,63.0,,,73.0,66.8,,500.2,192
202540230,郑丽,87.2,90.1,129.0,59.7,65.0,,,,64.9,,495.9,193
202540333,罗伟,82.5,86.9,100.6,74.2,,,61.3,90.2,,,495.7,194
202540232,何峰,99.8,92.4,86.8,,73.1,,77.2,62.9,,,492.2,195
202540133,郑霞,105.7,80.8,90.7,57.0,,,71.7,,,84.0,489.9,196
202540504,李霞,98.6,72.6,117.3,,,71.3,,64.7,,64.0,488.5,197
202540104,朱娜,96.9,95.8,94.1,,67.3,76.8,,55.3,,,486.2,198
202540432,孙强,96.3,86.9,104.8,,,69.3,,,59.4,67.7,484.4,199
202540402,孙伟,97.7,97.7,94.4,56.2,,,,65.3,,70.1,481.4,200
