学号,姓名,语文,数学,英语,生物,历史,技术,物理,化学,政治,地理,总分,排名
202540323,王杰,141.2,150.0,120.7,,88.8,,,,86.5,97.7,684.9,49
202540524,吴静,127.8,122.9,145.1,90.2,,,97.3,,,100.0,683.3,50
202540419,高超,132.0,150.0,150.0,,,80.0,87.0,,,82.9,681.9,51
202540423,赵涛,150.0,141.7,121.8,94.8,,,72.3,,,97.2,677.8,52
202540221,吴磊,142.2,150.0,121.5,,,,74.6,98.3,,91.1,677.7,53
202540124,赵杰,126.7,134.0,136.7,88.0,,100.0,,86.4,,,671.8,54
202540521,朱刚,137.1,148.4,124.4,89.8,90.3,80.3,,,,,670.3,55
202540222,陈杰,129.1,149.7,116.2,,,87.1,87.9,,100.0,,670.0,56
202540513,马峰,132.2,128.7,111.9,,98.8,,,,99.6,97.8,669.0,57
202540440,李伟,144.0,133.3,122.1,,93.5,,,,87.6,87.0,667.5,58
202540313,陈勇,139.7,110.2,150.0,96.4,,94.0,76.8,,,,667.1,59
202540418,李伟,129.3,150.0,139.9,,,78.8,70.6,,,96.4,665.0,60
202540318,罗霞,139.9,143.2,123.4,,89.2,,81.0,,,87.2,663.9,61
202540518,王超,133.8,143.4,133.9,99.0,,,85.8,67.0,,,662.9,62
202540522,赵敏,119.2,121.1,119.9,,,98.3,100.0,,100.0,,658.5,63
202540415,张明,130.9,106.9,133.0,,91.6,,,,99.1,94.1,655.6,64
202540523,李娜,141.6,112.8,113.6,,,89.6,,100.0,96.7,,654.3,65
202540517,赵丽,137.8,114.5,122.9,,,,79.1,100.0,99.9,,654.2,66
202540216,高刚,127.0,142.0,150.0,77.3,,,78.1,,79.8,,654.2,67
202540411,刘建,106.0,145.9,135.4,,,,,90.3,85.6,86.2,649.4,68
202540224,陈娜,138.0,126.8,116.2,,100.0,,,86.2,81.9,,649.1,69
202540516,林芳,136.1,111.6,110.1,,,,100.0,96.1,91.5,,645.4,70
202540314,刘磊,120.2,131.7,125.7,89.6,81.3,95.3,,,,,643.8,71
202540316,高涛,143.6,108.9,129.8,,86.6,,,82.1,90.1,,641.1,72
202540340,吴建,135.2,101.7,144.0,,99.6,84.0,,,76.5,,641.0,73
202540412,郭强,127.7,126.4,124.3,,88.4,,89.6,83.5,,,639.9,74
202540114,刘芳,118.4,124.8,143.3,,82.2,91.5,,,79.0,,639.2,75
202540138,王涛,131.9,140.3,122.7,78.4,,84.1,,,81.5,,638.9,76
202540414,郑丽,136.1,117.5,131.5,,98.2,78.2,,76.0,,,637.5,77
202540417,林娜,127.1,150.0,111.1,,,79.5,96.3,,,73.1,637.1,78
202540140,刘华,126.6,123.0,142.1,,,73.1,,79.7,91.6,,636.1,79
202540116,胡超,132.1,119.4,107.6,,,90.9,100.0,,,82.9,632.9,80
202540311,李涛,117.2,120.8,115.9,,99.0,,96.9,82.0,,,631.8,81
202540536,罗勇,106.0,146.3,138.5,71.6,84.5,80.7,,,,,627.6,82
202540439,黄刚,133.6,144.9,129.9,,,,68.7,,70.0,80.5,627.6,83
202540339,郑静,95.9,132.5,143.4,82.0,,,,85.5,84.6,,623.9,84
202540407,胡静,109.2,135.7,134.5,84.5,,,,76.8,82.2,,622.9,85
202540519,杨超,123.7,142.2,131.3,70.7,,,69.7,,85.3,,622.9,86
202540537,罗丽,118.1,149.4,102.9,76.3,,,100.0,,,74.7,621.4,87
202540110,周艳,133.4,133.2,108.9,76.6,,,,84.8,84.5,,621.4,88
202540310,何峰,131.0,127.4,135.3,,,77.4,,79.6,70.1,,620.8,89
202540511,马艳,133.1,101.8,118.6,74.0,,,94.7,98.1,,,620.3,90
202540234,赵超,110.3,145.7,111.8,80.3,,88.7,,,81.6,,618.4,91
202540215,王华,122.2,114.7,125.0,,,,100.0,,79.5,76.1,617.5,92
202540212,林建,129.4,107.3,121.0,75.6,,82.6,,100.0,,,615.9,93
202540209,王强,134.0,129.8,114.7,90.1,,,73.0,,73.2,,614.8,94
202540317,杨超,138.5,134.2,103.0,,,78.7,80.4,,,74.5,609.3,95
202540237,郭敏,129.9,132.4,104.6,,77.7,,74.4,,87.9,,606.9,96
202540240,朱刚,122.9,100.6,142.3,,88.7,,,,77.9,73.6,606.0,97
202540408,刘涛,120.8,98.4,126.4,,,,81.0,,87.2,90.4,604.2,98
202540505,马杰,130.2,115.6,130.5,69.2,71.1,,,,86.0,,602.6,99
202540312,杨静,132.5,118.9,102.0,,,90.3,,74.4,83.5,,601.6,100
202540109,胡建,134.3,91.4,125.3,,84.4,85.0,,,,81.1,601.5,101
202540219,刘霞,113.5,117.1,131.0,74.1,,,82.0,,83.8,,601.5,102
202540540,赵敏,143.8,116.8,120.4,,,,65.1,64.6,,90.6,601.3,103
202540320,黄霞,144.4,102.7,116.8,76.3,,,,,79.4,80.6,600.2,104
202540315,林峰,118.5,146.3,97.8,,78.3,,65.9,,,92.3,599.1,105
202540134,郭刚,126.1,105.6,139.8,,,83.8,,69.1,,73.9,598.3,106
202540210,张敏,107.2,150.0,112.2,,87.2,,,67.1,73.7,,597.4,107
202540512,张杰,138.3,97.2,127.3,,,,,83.0,75.6,75.7,597.1,108
202540111,王华,109.4,134.3,115.8,,,,64.8,,81.9,90.5,596.7,109
202540213,张霞,116.2,107.1,129.2,,86.7,78.0,,,79.5,,596.7,110
202540119,朱静,112.0,104.2,111.6,80.8,86.3,,,100.0,,,594.9,111
202540534,林静,112.9,138.5,130.9,,,72.7,57.8,,79.8,,592.6,112
202540214,周华,125.5,99.6,120.8,,,,79.9,85.2,79.9,,590.9,113
202540538,孙华,112.8,138.0,90.0,73.8,80.0,,,,,93.7,588.3,114
202540336,王芳,129.5,120.8,87.4,,,73.4,91.8,,84.7,,587.6,115
202540504,马娜,116.3,104.2,133.6,,,76.6,,82.5,,71.3,584.5,116
202540437,赵磊,111.1,125.0,119.7,,82.8,79.2,,66.1,,,583.9,117
202540337,胡丽,138.8,95.0,103.6,,90.7,,87.7,66.5,,,582.3,118
202540531,郭娜,107.3,112.5,131.8,63.7,,,83.5,82.4,,,581.2,119
202540508,胡军,119.5,104.1,125.8,69.2,,74.2,,,86.4,,579.2,120
202540107,马峰,123.6,102.0,120.5,,,75.1,76.1,,,81.2,578.5,121
202540112,高涛,105.7,93.4,118.8,,88.2,,92.6,,79.6,,578.3,122
202540115,赵敏,116.5,123.9,118.4,,,83.4,,64.6,,71.4,578.2,123
202540438,朱军,117.1,116.2,100.4,81.5,,,70.0,,91.3,,576.5,124
202540102,陈超,117.2,142.1,99.0,77.8,75.8,,,,63.7,,575.6,125
202540139,高超,127.3,121.3,106.1,,72.6,,77.1,,,70.6,575.0,126
202540136,杨霞,97.4,117.1,124.9,79.3,,,67.6,,88.6,,574.9,127
202540309,林静,107.7,126.1,97.4,75.2,,,,80.3,88.0,,574.7,128
202540334,陈刚,118.9,99.8,121.0,,,85.2,,60.1,89.3,,574.3,129
202540406,朱强,95.1,134.0,128.0,,82.7,66.7,,,67.5,,574.0,130
202540539,赵明,121.5,123.6,99.8,,81.7,,,,74.2,73.1,573.9,131
202540436,高磊,108.0,128.9,110.3,81.8,66.1,,,,,76.8,571.9,132
202540233,高敏,132.0,107.2,113.6,,,,81.1,63.1,,74.5,571.5,133
202540211,刘勇,103.5,108.2,120.3,,,,58.5,100.0,80.3,,570.8,134
202540205,高霞,128.1,102.5,104.7,,80.6,,73.9,80.4,,,570.2,135
202540432,高明,124.2,108.3,112.6,,,79.3,,,69.8,74.4,568.6,136
202540509,吴峰,104.7,115.4,116.1,68.9,69.7,,,92.9,,,567.7,137
202540331,杨强,98.4,112.1,113.5,,80.6,,,98.7,63.7,,567.0,138
202540510,周超,137.6,86.5,117.2,,79.6,,76.4,69.5,,,566.8,139
202540206,郑芳,120.9,107.9,96.0,,,87.4,,83.4,70.0,,565.6,140
202540506,张杰,97.0,132.2,110.1,,,70.8,69.2,,,83.6,562.9,141
202540435,郭芳,102.5,108.8,135.9,58.3,,69.4,85.2,,,,560.1,142
202540232,高芳,100.6,102.7,116.7,,75.0,,85.1,79.7,,,559.8,143
202540502,黄娜,113.0,95.3,134.0,,,,76.0,71.7,,68.9,558.9,144
202540236,高峰,110.9,93.6,123.5,,,74.0,,72.7,80.4,,555.1,145
202540302,朱勇,122.1,96.7,111.2,,,71.8,,,74.0,79.2,555.0,146
202540108,赵刚,108.8,113.7,111.4,,76.6,,,71.2,71.3,,553.0,147
202540207,郑伟,99.1,128.1,115.8,,71.9,61.9,,,75.9,,552.7,148
202540203,胡丽,121.4,105.1,105.0,,67.9,68.9,,82.6,,,550.9,149
202540413,何强,122.0,98.1,101.5,65.5,,80.4,,,83.2,,550.7,150
202540202,孙丽,95.8,138.3,95.5,,67.8,,,76.6,76.1,,550.1,151
202540338,杨磊,117.4,113.7,101.8,,77.0,74.3,,,65.5,,549.7,152
202540401,林敏,112.7,120.8,101.0,,,71.6,,62.3,,80.2,548.6,153
202540135,郭霞,117.7,101.6,109.7,,83.2,70.2,,,64.1,,546.5,154
202540204,刘军,101.9,107.6,120.1,68.7,,,82.6,,64.6,,545.5,155
202540230,黄娜,88.8,109.9,135.8,66.2,73.8,,,,69.8,,544.3,156
202540306,黄建,116.4,102.0,89.6,,,79.2,81.3,,,74.9,543.4,157
202540333,罗强,86.8,100.8,113.8,72.6,,,81.9,87.4,,,543.3,158
202540239,周丽,116.3,87.7,109.1,,86.4,,,72.2,,71.5,543.2,159
202540335,张峰,116.3,103.1,111.7,,,,78.5,,70.6,57.9,538.1,160
202540201,吴华,112.0,120.4,96.2,64.1,,,71.8,,72.7,,537.2,161
202540307,马涛,106.0,94.9,107.3,,75.7,82.4,,,70.1,,536.4,162
202540330,陈敏,102.7,99.2,107.8,,76.4,70.7,,,79.4,,536.2,163
202540235,吴杰,111.4,89.4,104.7,83.8,,,60.1,,,86.2,535.6,164
202540133,胡勇,109.0,101.0,101.1,70.5,,,70.1,,,81.6,533.3,165
202540304,郭涛,103.9,102.0,114.7,,76.0,,66.1,,69.7,,532.4,166
202540305,何强,103.6,113.4,86.6,82.2,,83.8,,62.5,,,532.1,167
202540101,周军,114.7,119.6,104.2,64.9,67.9,60.1,,,,,531.4,168
202540208,李军,96.4,98.6,100.6,68.4,82.3,,,,,85.1,531.4,169
202540106,郭军,103.8,96.9,114.4,,,76.2,70.0,,69.4,,530.7,170
202540409,罗超,92.2,119.4,100.2,,80.9,,70.0,67.6,,,530.3,171
202540410,吴勇,126.4,97.9,93.1,89.8,66.8,,54.8,,,,528.8,172
202540301,马丽,93.5,112.5,104.7,,85.7,,67.5,,64.0,,527.9,173
202540507,郑娜,93.4,118.8,107.6,,,71.4,62.1,73.0,,,526.3,174
202540332,张刚,93.8,112.0,105.3,,63.1,80.8,,,,71.1,526.1,175
202540532,周明,109.2,93.6,106.2,66.0,68.6,81.2,,,,,524.8,176
202540434,刘超,109.5,92.0,108.1,,73.5,,,,67.2,71.6,521.9,177
202540131,朱霞,96.7,95.1,114.9,,67.6,,86.0,,58.8,,519.1,178
202540308,罗艳,115.7,95.2,108.4,64.7,,,,65.1,64.9,,514.0,179
202540533,杨芳,106.1,92.5,110.4,80.0,,,,59.9,,63.7,512.6,180
202540433,胡娜,106.6,96.1,102.5,67.9,75.0,,,64.2,,,512.3,181
202540403,何华,93.2,102.2,102.8,73.9,,,72.8,,,65.9,510.8,182
202540238,周强,92.2,101.8,108.7,75.4,,68.3,61.8,,,,508.2,183
202540530,黄涛,84.9,117.9,93.5,,75.0,,72.5,,63.1,,506.9,184
202540104,赵霞,95.5,95.2,97.2,,67.1,74.4,,76.6,,,506.0,185
202540405,罗芳,114.9,106.5,79.8,,79.6,,59.8,63.0,,,503.6,186
202540535,林丽,94.8,104.0,87.0,,,77.5,,67.7,72.3,,503.3,187
202540105,周芳,106.2,83.3,106.2,75.4,,,,62.7,,66.8,500.6,188
202540501,杨静,84.6,122.3,105.5,57.4,,67.6,,,61.5,,498.9,189
202540137,郭刚,95.7,75.8,120.3,63.2,,62.0,,,80.7,,497.7,190
202540503,陈超,110.2,96.9,108.5,68.3,,,,50.4,61.1,,495.4,191
202540303,张静,106.5,108.4,91.9,73.5,,,,56.1,,57.6,494.0,192
202540231,马芳,93.2,73.2,114.3,,,64.5,,,80.4,64.1,489.7,193
202540132,杨杰,107.8,96.7,96.0,,,59.8,,,64.0,63.4,487.7,194
202540130,赵军,104.9,80.3,106.7,,70.9,63.5,60.5,,,,486.8,195
202540430,张刚,97.4,89.5,96.1,,69.0,,73.0,,60.3,,485.3,196
202540402,郭勇,98.6,100.9,90.1,59.8,,,,62.7,,72.4,484.5,197
202540431,周磊,83.9,114.6,103.2,69.5,,56.4,,56.0,,,483.6,198
202540103,赵霞,90.8,90.6,93.9,71.9,62.0,73.5,,,,,482.7,199
202540404,胡静,83.2,95.7,102.9,,57.8,,,62.8,67.6,,470.0,200
